deployed	category	orig_mod	orig_dir	orig_file	base_volume
zs\spook\all\sound54_d22acf8862	spook	Amplified	ambient/soundscape/Spoops/night_spoops	sound54	2.704
zs\spook\all\sound55_505256968f	spook	Amplified	ambient/soundscape/Spoops/night_spoops	sound55	3.156
zs\spook\all\sound56_5047d0317b	spook	Amplified	ambient/soundscape/Spoops/night_spoops	sound56	2.782
zs\spook\all\sound8_6058edebec	spook	Amplified	ambient/soundscape/Spoops/night_spoops	sound8	2.915
zs\spook\all\sound9_26f1110285	spook	Amplified	ambient/soundscape/Spoops/night_spoops	sound9	2.002
zs\spook\all\sound_09_b1b5527385	spook	Amplified	ambient/trx/spooks_above/amb_dark	sound_09	1.439
zs\spook\all\sound1_6c5a1ab369	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound1	2.23
zs\spook\all\sound11_8e7ea21961	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound11	1.189
zs\spook\all\sound12_8cfe7856cf	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound12	1.208
zs\spook\all\sound13_086840a5c9	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound13	2.2
zs\spook\all\sound14_48af97d064	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound14	1.374
zs\spook\all\sound15_8da81eddb9	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound15	1.669
zs\spook\all\sound17_40c7a6ada9	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound17	1.0
zs\spook\all\sound2_145a17560d	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound2	1.16
zs\spook\all\sound25_8fc601dbcd	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound25	2.358
zs\spook\all\sound27_da29760954	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound27	2.814
zs\spook\all\sound28_7f5f45d9b0	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound28	1.628
zs\spook\all\sound3_ee9e7b777d	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound3	1.198
zs\spook\all\sound32_a076a4eda9	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound32	2.657
zs\spook\all\sound33_152ed6740a	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound33	2.748
zs\spook\all\sound8_fa3653ead2	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound8	1.02
zs\spook\all\sound34_aae4b70ea3	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound34	2.535
zs\spook\all\sound35_69e8d5d14d	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound35	2.433
zs\spook\all\sound36_14fccbba56	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound36	1.938
zs\spook\all\sound37_960190e0c2	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound37	5.78
zs\spook\all\sound4_8193bb7663	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound4	1.363
zs\spook\all\sound40_ead8de373e	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound40	4.659
zs\spook\all\sound41_eaa598341c	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound41	5.419
zs\spook\all\sound42_6cbac86671	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound42	4.058
zs\spook\all\sound43_d6371064bb	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound43	3.696
zs\spook\all\sound45_c774bc4c93	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound45	3.837
zs\spook\all\sound46_6407968021	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound46	3.36
zs\spook\all\sound52_d3917eca49	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound52	1.954
zs\spook\all\sound53_924c91714c	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound53	2.32
zs\spook\all\sound54_11354ba4e0	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound54	2.339
zs\spook\all\sound6_e61f0f7d8c	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound6	1.218
zs\spook\all\sound9_910cbd6997	spook	Amplified	ambient/soundscape/Spoops/Northern_spoops	sound9	1.991
zs\spook\all\sound_04_e190f2a0cb	spook	Amplified	ambient/soundscape/underground/spooks_above/amb_dark	sound_04	1.0
zs\spook\all\sound_05_6404e842db	spook	Amplified	ambient/soundscape/underground/spooks_above/amb_dark	sound_05	1.0
zs\spook\all\sound_06_8d0c5a647b	spook	Amplified	ambient/soundscape/underground/spooks_above/amb_dark	sound_06	1.0
zs\spook\all\metal_scrip_1_ca6de04065	spook	DeadAir	ambient/special	metal_scrip_1	1.0
zs\spook\all\sound_07_07237a05a5	spook	Amplified	ambient/soundscape/underground/spooks_above/amb_dark	sound_07	1.18
zs\spook\all\sound_13_0eb7482058	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_13	1.0
zs\spook\all\sound_13_909e256bc3	spook	Amplified	ambient/trx/spooks_above/spooks	sound_13	3.265
zs\spook\all\sound_09_be01e7c58f	spook	Amplified	ambient/soundscape/underground/spooks_above/amb_dark	sound_09	1.0
zs\spook\all\sound_11_e29bb0f2d6	spook	Amplified	ambient/soundscape/underground/spooks_above/amb_dark	sound_11	1.0
zs\spook\all\sound_12_b14435ee47	spook	Amplified	ambient/soundscape/underground/spooks_above/amb_dark	sound_12	1.0
zs\spook\all\sound_13_85445e6c05	spook	Amplified	ambient/soundscape/underground/spooks_above/amb_dark	sound_13	1.0
zs\spook\all\sound_14_b82f6e30dd	spook	Amplified	ambient/soundscape/underground/spooks_above/amb_dark	sound_14	1.0
zs\spook\all\sound_01_4ccf6fd929	spook	Amplified	ambient/soundscape/underground/spooks_above/amb_night	sound_01	1.287
zs\spook\all\sound_03_1ec4c0fa0a	spook	Amplified	ambient/soundscape/underground/spooks_above/amb_night	sound_03	1.133
zs\spook\all\sound_04_3e678f23e4	spook	Amplified	ambient/soundscape/underground/spooks_above/amb_night	sound_04	1.157
zs\spook\all\sound_15_475068d877	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_15	1.298
zs\spook\all\fog_ambient_night_4_86c0ed3863	spook	DeadAir	ambient/tuman	fog_ambient_night_4	1.25
zs\spook\all\sound_05_b42776d529	spook	Amplified	ambient/soundscape/underground/spooks_above/amb_night	sound_05	1.0
zs\spook\all\sound_06_71c98b50b8	spook	Amplified	ambient/soundscape/underground/spooks_above/amb_night	sound_06	1.0
zs\spook\all\sound_22_3faf60589a	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_22	1.2
zs\spook\all\sound_14_1dd5669eaf	spook	Amplified	ambient/soundscape/underground/spooks_below/spooks	sound_14	1.307
zs\spook\all\fog_ambient_night_7_5bd07743b8	spook	DeadAir	ambient/tuman	fog_ambient_night_7	1.25
zs\spook\all\sound_08_406ef7902b	spook	Amplified	ambient/soundscape/underground/spooks_above/amb_night	sound_08	1.333
zs\spook\all\sound_09_01ba014c0b	spook	Amplified	ambient/soundscape/underground/spooks_above/amb_night	sound_09	1.0
zs\spook\all\sound_17_a0836c94cc	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_17	1.031
zs\spook\all\fog_ambient_night_9_9df848a4da	spook	DeadAir	ambient/tuman	fog_ambient_night_9	1.25
zs\spook\all\sound_24_3d23531897	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_24	1.281
zs\spook\all\sound_01_e8f755cae0	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_01	3.234
zs\spook\all\sound_01_db8f6469a1	spook	Amplified	ambient/soundscape/underground/spooks_below/spooks	sound_01	0.65
zs\spook\all\sound_02_589c8acae0	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_02	3.382
zs\spook\all\sound_03_608fd86451	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_03	3.06
zs\spook\all\sound_03_96b0b6c1e3	spook	Amplified	ambient/soundscape/underground/spooks_below/spooks	sound_03	1.0
zs\spook\all\sound_04_cdb723da9e	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_04	3.06
zs\spook\all\sound_04_0b813b6fd0	spook	Amplified	ambient/soundscape/underground/spooks_below/spooks	sound_04	1.0
zs\spook\all\sound_05_b814161ba3	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_05	3.06
zs\spook\all\sound_05_5e0448307f	spook	Amplified	ambient/soundscape/underground/spooks_below/spooks	sound_05	1.0
zs\spook\all\sound_06_730e9f9479	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_06	3.06
zs\spook\all\sound_06_bbb3e7ca14	spook	Amplified	ambient/soundscape/underground/spooks_below/spooks	sound_06	1.0
zs\spook\all\sound_08_d038441795	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_08	3.23
zs\spook\all\sound_08_f96249885f	spook	Amplified	ambient/soundscape/underground/spooks_below/spooks	sound_08	1.022
zs\spook\all\sound_09_f7118056c6	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_09	3.307
zs\spook\all\sound_09_062e1c828d	spook	Amplified	ambient/soundscape/underground/spooks_below/spooks	sound_09	1.003
zs\spook\all\sound_10_598ab76451	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_10	3.06
zs\spook\all\sound_10_dec12536bb	spook	Amplified	ambient/soundscape/underground/spooks_below/spooks	sound_10	1.068
zs\spook\all\rnd_horror_1_75c2c13d69	spook	SoP	ambient/rnd_outdoor	rnd_horror_1	1.0
zs\spook\all\sound_11_3874527eba	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_11	3.587
zs\spook\all\sound_11_f6bbc02b67	spook	Amplified	ambient/soundscape/underground/spooks_below/spooks	sound_11	1.0
zs\spook\all\sound_12_fadb85bc76	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_12	3.123
zs\spook\all\sound_13_12528b3053	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_13	3.55
zs\spook\all\sound_14_8b5f59bda3	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_14	3.448
zs\spook\all\sound_15_d1bfd23940	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_15	3.06
zs\spook\all\sound_15_9017e9496d	spook	Amplified	ambient/soundscape/underground/spooks_below/spooks	sound_15	1.094
zs\spook\all\rnd_horror3_35c8fdc419	spook	OGSE	ambient/random	rnd_horror3	1.0
zs\spook\all\sound_16_98c7094c4d	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_16	3.129
zs\spook\all\sound_16_219529368d	spook	Amplified	ambient/soundscape/underground/spooks_below/spooks	sound_16	1.0
zs\spook\all\sound_17_4334d27b80	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_17	3.282
zs\spook\all\sound_14_c7e782db11	spook	Amplified	ambient/trx/spooks_above/spooks	sound_14	3.44
zs\spook\all\sound_18_3e5457747c	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_18	3.06
zs\spook\all\sound_19_39d617a7e9	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_19	3.148
zs\spook\all\sound_19_53b1931b0d	spook	Amplified	ambient/soundscape/underground/spooks_below/spooks	sound_19	0.5
zs\spook\all\sound_20_e097e09409	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_20	3.646
zs\spook\all\sound_20_1438a07b49	spook	Amplified	ambient/soundscape/underground/spooks_below/spooks	sound_20	0.65
zs\spook\all\sound_21_609cca870e	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_21	3.097
zs\spook\all\sound_22_240d446275	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_22	3.346
zs\spook\all\sound_22_98077e254e	spook	Amplified	ambient/soundscape/underground/spooks_below/spooks	sound_22	0.6
zs\spook\all\sound_23_f9553775e7	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_23	3.279
zs\spook\all\sound_23_3563d8e8a9	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_23	1.0
zs\spook\all\sound_24_2b8019c209	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_24	3.23
zs\spook\all\sound_26_b5cade6f3d	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_26	3.657
zs\spook\all\sound_27_7297d6aec1	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_27	4.122
zs\spook\all\sound_28_223a0b43fc	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_28	3.23
zs\spook\all\sound_28_44ae8c6a24	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_28	1.0
zs\spook\all\sound_29_b6be80e62c	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_29	3.23
zs\spook\all\sound_29_60bd1ebf76	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_29	1.0
zs\spook\all\sound_30_e371ed6259	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_30	3.44
zs\spook\all\sound_31_af63903108	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_31	3.251
zs\spook\all\sound_31_ba02318e83	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_31	1.0
zs\spook\all\sound_32_0ac4d1c2db	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_32	4.08
zs\spook\all\sound_32_a422f379bf	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_32	1.0
zs\spook\all\sound_33_678c314e94	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_33	3.23
zs\spook\all\sound_33_d645a5e92c	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_33	1.0
zs\spook\all\sound_34_be52ca0291	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_34	3.23
zs\spook\all\sound_34_deec946817	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_34	1.0
zs\spook\all\sound_35_7635c6208a	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_35	3.23
zs\spook\all\sound_35_8d9e34c041	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_35	1.0
zs\spook\all\sound_37_fe91c6d4d2	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	sound_37	3.402
zs\spook\all\sound_03_b07a7c132e	spook	myRETUNE	ambient/trx/spooks_above/amb_dark	sound_03	2.0
zs\spook\all\sound_21_98b7a93f06	spook	Amplified	ambient/soundscape/underground/spooks_above/spooks	~sound_21	3.104
zs\spook\all\sound_21_007ae235ba	spook	Amplified	ambient/soundscape/underground/spooks_below/spooks	~sound_21	0.35
zs\spook\all\steam_1_48f7270f87	spook	Amplified	ambient/soundscape/underground/spooks_above	steam_1	1.802
zs\spook\all\under_1_3b6f21ba21	spook	Amplified	ambient/soundscape/underground/spooks_above	under_1	2.803
zs\spook\all\under_10_6d294ce122	spook	Amplified	ambient/soundscape/underground/spooks_above	under_10	2.339
zs\spook\all\under_11_b6d553208e	spook	Amplified	ambient/soundscape/underground/spooks_above	under_11	1.677
zs\spook\all\under_12_8452bbd3be	spook	Amplified	ambient/soundscape/underground/spooks_above	under_12	1.97
zs\spook\all\under_13_aa4206284f	spook	Amplified	ambient/soundscape/underground/spooks_above	under_13	2.99
zs\spook\all\under_14_4b459518b5	spook	Amplified	ambient/soundscape/underground/spooks_above	under_14	3.259
zs\spook\all\under_15_329ab51728	spook	Amplified	ambient/soundscape/underground/spooks_above	under_15	2.166
zs\spook\all\under_16_42a23d416f	spook	Amplified	ambient/soundscape/underground/spooks_above	under_16	1.983
zs\spook\all\under_17_52dc0a55ab	spook	Amplified	ambient/soundscape/underground/spooks_above	under_17	2.001
zs\spook\all\under_18_4cb04880c2	spook	Amplified	ambient/soundscape/underground/spooks_above	under_18	2.169
zs\spook\all\under_19_d492bf2771	spook	Amplified	ambient/soundscape/underground/spooks_above	under_19	2.313
zs\spook\all\under_2_0ff9fe14da	spook	Amplified	ambient/soundscape/underground/spooks_above	under_2	2.923
zs\spook\all\under_20_429753a98d	spook	Amplified	ambient/soundscape/underground/spooks_above	under_20	1.757
zs\spook\all\under_21_44831a2580	spook	Amplified	ambient/soundscape/underground/spooks_above	under_21	3.368
zs\spook\all\under_22_0110fcefcd	spook	Amplified	ambient/soundscape/underground/spooks_above	under_22	2.94
zs\spook\all\under_23_14c0301cfb	spook	Amplified	ambient/soundscape/underground/spooks_above	under_23	2.923
zs\spook\all\under_24_66884ed522	spook	Amplified	ambient/soundscape/underground/spooks_above	under_24	2.984
zs\spook\all\under_25_133f033855	spook	Amplified	ambient/soundscape/underground/spooks_above	under_25	2.899
zs\spook\all\under_26_65556e7341	spook	Amplified	ambient/soundscape/underground/spooks_above	under_26	2.99
zs\spook\all\under_27_786bba5c47	spook	Amplified	ambient/soundscape/underground/spooks_above	under_27	2.527
zs\spook\all\under_28_74625a95be	spook	Amplified	ambient/soundscape/underground/spooks_above	under_28	3.363
zs\spook\all\under_29_7186d712f6	spook	Amplified	ambient/soundscape/underground/spooks_above	under_29	2.773
zs\spook\all\under_3_909c70a1f9	spook	Amplified	ambient/soundscape/underground/spooks_above	under_3	3.336
zs\spook\all\under_30_63e6db5f7e	spook	Amplified	ambient/soundscape/underground/spooks_above	under_30	1.287
zs\spook\all\under_31_82685c336f	spook	Amplified	ambient/soundscape/underground/spooks_above	under_31	2.849
zs\spook\all\under_32_a144c4d5db	spook	Amplified	ambient/soundscape/underground/spooks_above	under_32	2.31
zs\spook\all\under_33_61a61bbec4	spook	Amplified	ambient/soundscape/underground/spooks_above	under_33	2.678
zs\spook\all\under_34_47640e1efc	spook	Amplified	ambient/soundscape/underground/spooks_above	under_34	1.274
zs\spook\all\under_4_3c71e5dec0	spook	Amplified	ambient/soundscape/underground/spooks_above	under_4	2.891
zs\spook\all\under_5_bb0356ccc6	spook	Amplified	ambient/soundscape/underground/spooks_above	under_5	3.192
zs\spook\all\under_6_10fb0b8f3a	spook	Amplified	ambient/soundscape/underground/spooks_above	under_6	2.844
zs\spook\all\under_7_422809c651	spook	Amplified	ambient/soundscape/underground/spooks_above	under_7	2.849
zs\spook\all\under_8_27a18585b4	spook	Amplified	ambient/soundscape/underground/spooks_above	under_8	2.896
zs\spook\all\under_9_5b69cb804a	spook	Amplified	ambient/soundscape/underground/spooks_above	under_9	2.721
zs\spook\all\sound_02_a66b89da92	spook	Amplified	ambient/soundscape/underground/spooks_below/spooks	sound_02	0.65
zs\spook\all\sound_07_d6ba9c7bc0	spook	Amplified	ambient/soundscape/underground/spooks_below/spooks	sound_07	2.112
zs\spook\all\sound_12_82a16d0ea2	spook	Amplified	ambient/soundscape/underground/spooks_below/spooks	sound_12	0.65
zs\spook\all\sound_13_250f90b7a2	spook	Amplified	ambient/soundscape/underground/spooks_below/spooks	sound_13	0.8
zs\spook\all\sound_14_86169d4d15	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_14	1.0
zs\spook\all\sound_21_42c67746b6	spook	Amplified	ambient/soundscape/underground/spooks_below/spooks	sound_21	0.6
zs\spook\all\esc_generator_4a42ed451c	spook	Amplified	ambient/special	esc_generator	2.033
zs\spook\all\esc_generator_c3e988b886	spook	DeadAir	ambient/special	esc_generator	1.0
zs\spook\all\light_humming_0d9afa0c39	spook	Amplified	ambient/special	light_humming	3.079
zs\spook\all\whisper_day_ae43d93f25	spook	Amplified	ambient/trx/background	whisper_day	2.341
zs\spook\all\sound_40_cc40b364d7	spook	Amplified	ambient/trx/spooks_above/amb_dark	sound_40	4.43
zs\spook\all\sound_43_d00796de51	spook	Amplified	ambient/trx/spooks_above/amb_dark	sound_43	4.325
zs\spook\all\sound_05_d441005607	spook	Amplified	ambient/trx/spooks_above/spooks	sound_05	3.534
zs\spook\all\sound_06_eaa1795381	spook	Amplified	ambient/trx/spooks_above/spooks	sound_06	3.23
zs\spook\all\sound_06_1d9dddcf19	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_06	1.241
zs\spook\all\sound_07_343cc6bbd1	spook	Amplified	ambient/trx/spooks_above/spooks	sound_07	3.265
zs\spook\all\sound_08_7e64c5213f	spook	Amplified	ambient/trx/spooks_above/spooks	sound_08	3.23
zs\spook\all\sound_08_a97735a5bc	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_08	1.241
zs\spook\all\fog_night_amb_1_56764b2f17	spook	DeadAir	ambient/tuman	fog_night_amb_1	1.25
zs\spook\all\sound_10_a0490971d7	spook	Amplified	ambient/trx/spooks_above/spooks	sound_10	3.23
zs\spook\all\sound_10_efe9d103c6	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_10	1.0
zs\spook\all\sound_11_6e6bb401f6	spook	Amplified	ambient/trx/spooks_above/spooks	sound_11	3.471
zs\spook\all\sound_12_22fc0f61ef	spook	Amplified	ambient/trx/spooks_above/spooks	sound_12	3.23
zs\spook\all\sound_12_11f04cd2e1	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_12	1.0
zs\spook\all\sound_15_e1540d852e	spook	Amplified	ambient/trx/spooks_above/spooks	sound_15	3.51
zs\spook\all\sound_16_70f1e96f41	spook	Amplified	ambient/trx/spooks_above/spooks	sound_16	3.735
zs\spook\all\sound_17_d8614e12f0	spook	Amplified	ambient/trx/spooks_above/spooks	sound_17	3.23
zs\spook\all\sound_18_afa51d4c2a	spook	Amplified	ambient/trx/spooks_above/spooks	sound_18	3.343
zs\spook\all\sound_18_598bdd37e6	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_18	1.0
zs\spook\all\sound_19_f3934791a1	spook	Amplified	ambient/trx/spooks_above/spooks	sound_19	3.286
zs\spook\all\sound_19_4500ef82e8	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_19	1.0
zs\spook\all\sound_20_9e28963242	spook	Amplified	ambient/trx/spooks_above/spooks	sound_20	3.258
zs\spook\all\sound_22_8317af9997	spook	Amplified	ambient/trx/spooks_above/spooks	sound_22	3.307
zs\spook\all\sound_15_fc2c6bf493	spook	myRETUNE	ambient/trx/spooks_above/amb_dark	sound_15	2.0
zs\spook\all\sound_07_57902a0f88	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_07	1.0
zs\spook\all\sound_11_004835ec78	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_11	1.0
zs\spook\all\sound_16_0be1168e12	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_16	1.446
zs\spook\all\ugrnd_whispers_4_66004568e7	spook	DeadAir	ambient/ugrnd	ugrnd_whispers_4	1.25
zs\spook\all\sound_20_731f83d348	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_20	1.0
zs\spook\all\sound_26_5fe18e79c4	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_26	1.391
zs\spook\all\sound_30_497b943306	spook	Soundscape	ambient/soundscape/underground/spooks_above/spooks	sound_30	1.21
zs\spook\all\sound_04_41d04549a2	spook	myRETUNE	ambient/trx/spooks_above/amb_dark	sound_04	2.0
zs\spook\all\psy_voices_1_l_9e1526692d	spook	Soundscape	anomaly	psy_voices_1_l	1.0
zs\spook\all\sound_01_1c57981685	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_01	1.0
zs\spook\all\sound_02_82d72412ba	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_02	1.0
zs\spook\all\sound_03_6e70f9dc6a	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_03	1.0
zs\spook\all\sound_04_2455e38fc3	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_04	1.0
zs\spook\all\sound_05_0430807a6b	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_05	1.3
zs\spook\all\sound_06_57b56597ce	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_06	2.136
zs\spook\all\sound_07_313c4c6f47	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_07	1.0
zs\spook\all\sound_08_270b3bfd1c	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_08	1.0
zs\spook\all\sound_10_a5277893cc	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_10	1.0
zs\spook\all\sound_17_eb86b1fbe8	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_17	1.0
zs\spook\all\sound_18_9a819817c3	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_18	1.0
zs\spook\all\sound_19_d1dae83132	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_19	1.0
zs\spook\all\sound_20_7cb13f86f7	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_20	1.0
zs\spook\all\sound_21_7962550bbe	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_21	1.0
zs\spook\all\sound_22_d4ca419b5b	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_22	1.0
zs\spook\all\sound_23_5985d5a1ea	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_23	1.0
zs\spook\all\sound_24_3b3617343f	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_24	1.0
zs\spook\all\sound_31_beb0d00da6	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_31	1.0
zs\spook\all\sound_32_b8b1e6b6ae	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_32	1.0
zs\spook\all\sound_33_f2a77a8ea9	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_33	1.0
zs\spook\all\sound_34_c39d6a7cce	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_34	1.0
zs\spook\all\sound_35_291da95924	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_35	1.0
zs\spook\all\sound_36_500df7bc91	spook	RETUNE457	ambient/soundscape/underground/spooks_below/spooks	sound_36	1.0
zs\spook\all\sound_01_28b93f4623	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_01	1.0
zs\spook\all\sound_02_c67758103e	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_02	1.0
zs\spook\all\sound_03_3918c3d6f0	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_03	1.0
zs\spook\all\sound_05_098eefdbad	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_05	1.0
zs\spook\all\sound_06_8fcf87596e	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_06	1.0
zs\spook\all\sound_07_662f474b08	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_07	1.606
zs\spook\all\sound_09_0875f03007	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_09	1.476
zs\spook\all\sound_10_9b80045baf	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_10	1.534
zs\spook\all\sound_11_1ec5bae279	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_11	1.922
zs\spook\all\sound_12_ca43955df4	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_12	2.049
zs\spook\all\sound_13_4ca7675fe2	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_13	1.0
zs\spook\all\sound_15_b6ef281623	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_15	1.088
zs\spook\all\sound_18_30314f7f4d	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_18	1.139
zs\spook\all\sound_16_0a0803da50	spook	RETUNE457	ambient/trx/spooks_above/spooks	sound_16	1.0
