deployed	category	orig_mod	orig_dir	orig_file	base_volume
zs\wildlife\all\sound_39_9e549f66d8	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_39	2.0
zs\wildlife\all\sound_40_c99ca64175	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_40	2.0
zs\wildlife\all\sound_41_48f0526ae2	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_41	2.0
zs\wildlife\all\sound_42_cc44540db9	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_42	2.0
zs\wildlife\all\sound_43_9f1291987f	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_43	2.0
zs\wildlife\all\sound_44_f001afaef3	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_44	2.0
zs\wildlife\all\sound_45_005b5c1bc3	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_45	2.0
zs\wildlife\all\sound_46_a1836297de	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_46	2.0
zs\wildlife\all\sound_47_1e738dbfb6	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_47	2.0
zs\wildlife\all\sound_48_e16bdc522b	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_48	2.0
zs\wildlife\all\sound_49_2cc8fe764a	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_49	2.0
zs\wildlife\all\sound_50_52aa477267	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_50	2.0
zs\wildlife\all\sound_51_de2b82e981	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_51	2.0
zs\wildlife\all\sound_52_0d7dea8d6f	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_52	2.0
zs\wildlife\all\sound_53_671f9cfcb8	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_53	2.0
zs\wildlife\all\sound_54_c0f0af0960	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_54	2.0
zs\wildlife\all\sound_55_95855821e5	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_55	2.0
zs\wildlife\all\sound_56_cd00f5f972	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_56	2.0
zs\wildlife\all\sound_57_f885d49e7c	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_57	2.0
zs\wildlife\all\sound_58_f610896ba6	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_58	2.0
zs\wildlife\all\sound_59_5ef549c4df	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_59	2.0
zs\wildlife\all\sound_60_e9534079c1	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_60	2.0
zs\wildlife\all\sound_61_330d92847d	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_61	2.0
zs\wildlife\all\sound_62_b2a3a543e4	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_62	2.0
zs\wildlife\all\sound_63_8407151d4a	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_63	2.0
zs\wildlife\all\sound_64_a055f5d96d	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_64	2.0
zs\wildlife\all\sound_65_445735a14a	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_65	2.0
zs\wildlife\all\sound_66_da17aa01ba	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_66	2.0
zs\wildlife\all\sound_67_d74a1ce532	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_67	2.0
zs\wildlife\all\sound_68_e0bce539c7	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_68	2.0
zs\wildlife\all\sound_69_33d80162c6	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_69	2.0
zs\wildlife\all\sound_70_bbae68d406	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_70	2.0
zs\wildlife\all\sound_71_5b0d0ad1f8	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_71	2.0
zs\wildlife\all\sound_72_ae8ca69626	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_72	2.0
zs\wildlife\all\sound_73_2ba3a0605a	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_73	2.0
zs\wildlife\all\sound_74_b4dc43981f	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_74	2.0
zs\wildlife\all\sound_75_6351ab9a76	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_75	2.0
zs\wildlife\all\sound_76_92774fdc6b	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_76	2.0
zs\wildlife\all\sound_77_c6b1ba1330	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_77	2.0
zs\wildlife\all\sound_78_f9a9a8c4c3	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_78	2.0
zs\wildlife\all\sound_01_910b40727a	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_01	2.0
zs\wildlife\all\sound_02_62270b73a3	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_02	2.0
zs\wildlife\all\sound_03_6fa145113b	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_03	2.0
zs\wildlife\all\sound_04_433c0d418e	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_04	2.0
zs\wildlife\all\sound_05_54c9969167	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_05	2.0
zs\wildlife\all\sound_06_5a2bb63a88	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_06	2.0
zs\wildlife\all\sound_07_4abacf71a5	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_07	2.0
zs\wildlife\all\sound_08_22f9fb7662	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_08	2.0
zs\wildlife\all\sound_09_ced5a5de3b	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_09	2.0
zs\wildlife\all\sound_10_29a44344a2	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_10	2.0
zs\wildlife\all\sound_11_973eb6bd79	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_11	2.0
zs\wildlife\all\sound_12_f68a7f545c	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_12	2.0
zs\wildlife\all\sound_13_a429853d9c	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_13	2.0
zs\wildlife\all\sound_14_893bf285b5	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_14	2.0
zs\wildlife\all\sound_15_8565ddd65a	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_15	2.0
zs\wildlife\all\sound_16_2eec3f5159	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_16	2.0
zs\wildlife\all\sound_17_4be399c904	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_17	2.0
zs\wildlife\all\sound_18_4518f73698	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_18	2.0
zs\wildlife\all\sound_19_fd02397e7e	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_19	2.0
zs\wildlife\all\sound_20_2594b4cc2d	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_20	2.0
zs\wildlife\all\sound_21_d7e2b2db53	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_21	2.0
zs\wildlife\all\sound_22_9b48de16fd	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_22	2.0
zs\wildlife\all\sound_23_9161819885	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_23	2.0
zs\wildlife\all\sound_24_8a595d5a54	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_24	2.0
zs\wildlife\all\sound_25_e8064e36e3	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_25	2.0
zs\wildlife\all\sound_26_151c6fe524	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_26	2.0
zs\wildlife\all\sound_27_3f105cc2f1	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_27	2.0
zs\wildlife\all\sound_28_52b653621a	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_28	2.0
zs\wildlife\all\sound_29_d90a0a600a	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_29	2.0
zs\wildlife\all\sound_30_2f9ef9432c	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_30	2.0
zs\wildlife\all\sound_31_a7689c0914	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_31	2.0
zs\wildlife\all\sound_32_6893c49808	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_32	2.0
zs\wildlife\all\sound_33_27700918b7	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_33	2.0
zs\wildlife\all\sound_34_e565dd0764	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_34	2.0
zs\wildlife\all\sound_35_874d773928	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_35	2.0
zs\wildlife\all\sound_36_3f351a1980	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_36	2.0
zs\wildlife\all\sound_37_506dabaacd	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_37	2.0
zs\wildlife\all\sound_38_2e66b9e486	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_38	2.0
zs\wildlife\all\sound_39_564018b8e2	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_39	2.0
zs\wildlife\all\sound_40_f32bcaa2b5	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_40	2.0
zs\wildlife\all\sound_41_b7f19e08e3	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_41	2.0
zs\wildlife\all\sound_42_5d2d25dfce	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_42	2.0
zs\wildlife\all\sound_43_2f517a2c91	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_43	2.0
zs\wildlife\all\sound_44_1032d0a50b	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_44	2.0
zs\wildlife\all\sound_45_fecbf7170d	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_45	2.0
zs\wildlife\all\sound_46_b62fcfde60	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_46	2.0
zs\wildlife\all\sound_47_b432537d68	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_47	2.0
zs\wildlife\all\sound_48_2ddafc7a3b	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_48	2.0
zs\wildlife\all\sound_49_ad145e33eb	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_49	2.0
zs\wildlife\all\sound_50_19877d16a7	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_50	2.0
zs\wildlife\all\sound_51_50b3732dd0	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_51	2.0
zs\wildlife\all\sound_52_2104238116	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_52	2.0
zs\wildlife\all\sound_53_3a64bfe375	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_53	2.0
zs\wildlife\all\sound_54_d54024797c	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_54	2.0
zs\wildlife\all\sound_55_2c1afacc4e	wildlife	AudioExpansion	ambient/trx/nature/dog	sound_55	2.0
zs\wildlife\all\sound_01_467a8e39ab	wildlife	AudioExpansion	ambient/trx/nature/owl/bak	sound_01	3.57
zs\wildlife\all\sound_02_d299289a87	wildlife	AudioExpansion	ambient/trx/nature/owl/bak	sound_02	2.855
zs\wildlife\all\sound_03_70b3eb339e	wildlife	AudioExpansion	ambient/trx/nature/owl/bak	sound_03	3.276
zs\wildlife\all\sound_04_05cff799be	wildlife	AudioExpansion	ambient/trx/nature/owl/bak	sound_04	3.2
zs\wildlife\all\sound_05_501357e874	wildlife	AudioExpansion	ambient/trx/nature/owl/bak	sound_05	3.57
zs\wildlife\all\sound_06_20bdcfa11e	wildlife	AudioExpansion	ambient/trx/nature/owl/bak	sound_06	2.865
zs\wildlife\all\sound_06_abbc77c086	wildlife	AudioExpansion	ambient/trx/nature/owl	sound_06	1.0
zs\wildlife\all\sound_07_3b18794587	wildlife	AudioExpansion	ambient/trx/nature/owl/bak	sound_07	3.57
zs\wildlife\all\sound_08_b4e4d69626	wildlife	AudioExpansion	ambient/trx/nature/owl/bak	sound_08	2.979
zs\wildlife\all\sound_09_fe4c671d39	wildlife	AudioExpansion	ambient/trx/nature/owl/bak	sound_09	2.955
zs\wildlife\all\sound_01_405ec5fd91	wildlife	AudioExpansion	ambient/trx/nature/owl	sound_01	1.0
zs\wildlife\all\sound_02_0c0767f3c6	wildlife	AudioExpansion	ambient/trx/nature/owl	sound_02	1.0
zs\wildlife\all\sound_03_b32b629227	wildlife	AudioExpansion	ambient/trx/nature/owl	sound_03	2.86
zs\wildlife\all\sound_04_0bdcdbdb8b	wildlife	AudioExpansion	ambient/trx/nature/owl	sound_04	1.0
zs\wildlife\all\sound_05_35c76c5d0c	wildlife	AudioExpansion	ambient/trx/nature/owl	sound_05	1.0
zs\wildlife\all\sound_08_4558c0d4ad	wildlife	AudioExpansion	ambient/trx/nature/owl	sound_08	1.0
zs\wildlife\all\sound_12_a350fdcc28	wildlife	AudioExpansion	ambient/trx/nature/owl	sound_12	2.86
zs\wildlife\all\sound_13_73c72dbef2	wildlife	AudioExpansion	ambient/trx/nature/owl	sound_13	2.86
zs\wildlife\all\howling_1_dc67c10098	wildlife	DeadAir	ambient	howling_1	1.0
zs\wildlife\all\wolf_howl_04_12a88d8a33	wildlife	DeadAir	ambient/lar_ambients/lar_wolf	wolf_howl_04	1.0
zs\wildlife\all\rnd_howling_1_3383b23b80	wildlife	DeadAir	ambient/rnd_outdoor	rnd_howling_1	1.0
zs\wildlife\all\rnd_howling_1_1d01450717	wildlife	OGSE	ambient/rnd_outdoor	rnd_howling_1	1.0
zs\wildlife\all\rnd_howling_2_26784f0673	wildlife	OGSE	ambient/rnd_outdoor	rnd_howling_2	1.0
zs\wildlife\all\crow_01_47cdf82241	wildlife	DeadAir	ambient/lar_ambients/lar_crow	crow_01	1.0
zs\wildlife\all\crow_02_36a7283111	wildlife	DeadAir	ambient/lar_ambients/lar_crow	crow_02	1.0
zs\wildlife\all\crow_03_6db7ceb394	wildlife	DeadAir	ambient/lar_ambients/lar_crow	crow_03	1.0
zs\wildlife\all\crow_04_a9ea4fd973	wildlife	DeadAir	ambient/lar_ambients/lar_crow	crow_04	1.0
zs\wildlife\all\crow_05_62647162a1	wildlife	DeadAir	ambient/lar_ambients/lar_crow	crow_05	1.0
zs\wildlife\all\crow_06_c1679e0408	wildlife	DeadAir	ambient/lar_ambients/lar_crow	crow_06	1.0
zs\wildlife\all\crow_07_fe4a0b6165	wildlife	DeadAir	ambient/lar_ambients/lar_crow	crow_07	1.0
zs\wildlife\all\crow_08_84a01d41a1	wildlife	DeadAir	ambient/lar_ambients/lar_crow	crow_08	1.0
zs\wildlife\all\crow_09_0f1520b97e	wildlife	DeadAir	ambient/lar_ambients/lar_crow	crow_09	1.0
zs\wildlife\all\crow_10_8bc93b4fb5	wildlife	DeadAir	ambient/lar_ambients/lar_crow	crow_10	1.0
zs\wildlife\all\crow_11_31e467c9bb	wildlife	DeadAir	ambient/lar_ambients/lar_crow	crow_11	1.0
zs\wildlife\all\crow_12_5d2d4b9202	wildlife	DeadAir	ambient/lar_ambients/lar_crow	crow_12	1.0
zs\wildlife\all\crow_13_43074f5948	wildlife	DeadAir	ambient/lar_ambients/lar_crow	crow_13	1.0
zs\wildlife\all\dog_0_e7afd4f25b	wildlife	DeadAir	ambient/lar_ambients/lar_dog	dog_0	1.5
zs\wildlife\all\dog_1_017808cc6e	wildlife	DeadAir	ambient/lar_ambients/lar_dog	dog_1	1.5
zs\wildlife\all\dog_10_9c4d5c9234	wildlife	DeadAir	ambient/lar_ambients/lar_dog	dog_10	1.5
zs\wildlife\all\dog_2_2cae3746e0	wildlife	DeadAir	ambient/lar_ambients/lar_dog	dog_2	1.5
zs\wildlife\all\dog_3_af5c6d2e7e	wildlife	DeadAir	ambient/lar_ambients/lar_dog	dog_3	1.5
zs\wildlife\all\dog_4_ea53fdce5c	wildlife	DeadAir	ambient/lar_ambients/lar_dog	dog_4	1.5
zs\wildlife\all\dog_5_c32be40b0a	wildlife	DeadAir	ambient/lar_ambients/lar_dog	dog_5	1.5
zs\wildlife\all\dog_6_f05a6a4762	wildlife	DeadAir	ambient/lar_ambients/lar_dog	dog_6	1.5
zs\wildlife\all\dog_7_ff46eb0076	wildlife	DeadAir	ambient/lar_ambients/lar_dog	dog_7	1.5
zs\wildlife\all\dog_8_c2bd83ea42	wildlife	DeadAir	ambient/lar_ambients/lar_dog	dog_8	1.5
zs\wildlife\all\dog_9_81884bd499	wildlife	DeadAir	ambient/lar_ambients/lar_dog	dog_9	1.5
zs\wildlife\all\wolf_howl_01_89c2e52f00	wildlife	DeadAir	ambient/lar_ambients/lar_wolf	wolf_howl_01	1.0
zs\wildlife\all\wolf_howl_02_804f3c0634	wildlife	DeadAir	ambient/lar_ambients/lar_wolf	wolf_howl_02	1.0
zs\wildlife\all\wolf_howl_03_45cac73278	wildlife	DeadAir	ambient/lar_ambients/lar_wolf	wolf_howl_03	1.0
zs\wildlife\all\sound_19_6819aed1e8	wildlife	vanilla	ambient/trx/nature/dog	sound_19	1.0
zs\wildlife\all\wolf_howl_05_64f7a83039	wildlife	DeadAir	ambient/lar_ambients/lar_wolf	wolf_howl_05	1.0
zs\wildlife\all\wolf_howl_06_b2ea821699	wildlife	DeadAir	ambient/lar_ambients/lar_wolf	wolf_howl_06	1.0
zs\wildlife\all\wolf_howl_07_4ac633a5c6	wildlife	DeadAir	ambient/lar_ambients/lar_wolf	wolf_howl_07	1.0
zs\wildlife\all\dog_00_5c681df15e	wildlife	DeadAir	ambient/lar_nature/lar_dog	dog_00	1.0
zs\wildlife\all\dog_01_0299aa621a	wildlife	DeadAir	ambient/lar_nature/lar_dog	dog_01	1.0
zs\wildlife\all\dog_02_3ad7b582c5	wildlife	DeadAir	ambient/lar_nature/lar_dog	dog_02	1.0
zs\wildlife\all\dog_03_5628a6d24e	wildlife	DeadAir	ambient/lar_nature/lar_dog	dog_03	1.0
zs\wildlife\all\dog_04_ea2223c474	wildlife	DeadAir	ambient/lar_nature/lar_dog	dog_04	1.0
zs\wildlife\all\dog_06_41b1a44b75	wildlife	DeadAir	ambient/lar_nature/lar_dog	dog_06	1.0
zs\wildlife\all\dog_07_5ab866da49	wildlife	DeadAir	ambient/lar_nature/lar_dog	dog_07	1.0
zs\wildlife\all\dog_08_7a448de35e	wildlife	DeadAir	ambient/lar_nature/lar_dog	dog_08	1.0
zs\wildlife\all\dog_09_7b6982b925	wildlife	DeadAir	ambient/lar_nature/lar_dog	dog_09	1.0
zs\wildlife\all\dog_10_5b616fd9c0	wildlife	DeadAir	ambient/lar_nature/lar_dog	dog_10	1.0
zs\wildlife\all\howled_1_1f2eb772dd	wildlife	DeadAir	ambient/lar_nature/lar_howled	howled_1	1.709
zs\wildlife\all\howled_2_657cc34443	wildlife	DeadAir	ambient/lar_nature/lar_howled	howled_2	2.554
zs\wildlife\all\howled_3_f7ba7a44a8	wildlife	DeadAir	ambient/lar_nature/lar_howled	howled_3	2.561
zs\wildlife\all\howled_4_8f00ffdcb9	wildlife	DeadAir	ambient/lar_nature/lar_howled	howled_4	2.609
zs\wildlife\all\owl_high_1_21f878d395	wildlife	DeadAir	ambient/lar_nature/lar_owls	owl_high_1	1.0
zs\wildlife\all\owl_high_2_3f3e43f66a	wildlife	DeadAir	ambient/lar_nature/lar_owls	owl_high_2	1.0
zs\wildlife\all\owls_1_96c109830d	wildlife	DeadAir	ambient/lar_nature/lar_owls	owls_1	1.0
zs\wildlife\all\owls_2_d2810afd86	wildlife	DeadAir	ambient/lar_nature/lar_owls	owls_2	1.0
zs\wildlife\all\owls_3_53b73779d1	wildlife	DeadAir	ambient/lar_nature/lar_owls	owls_3	1.0
zs\wildlife\all\owls_4_ac3ae23caf	wildlife	DeadAir	ambient/lar_nature/lar_owls	owls_4	1.0
zs\wildlife\all\owls_5_a0c3b979a1	wildlife	DeadAir	ambient/lar_nature/lar_owls	owls_5	1.0
zs\wildlife\all\owls_6_bcf85ae534	wildlife	DeadAir	ambient/lar_nature/lar_owls	owls_6	1.0
zs\wildlife\all\owls_7_f022849eec	wildlife	DeadAir	ambient/lar_nature/lar_owls	owls_7	1.0
zs\wildlife\all\owls_8_fe365fe29b	wildlife	DeadAir	ambient/lar_nature/lar_owls	owls_8	1.0
zs\wildlife\all\bdog_howling_1_a530e3f2f5	wildlife	DeadAir	ambient/rnd_outdoor	bdog_howling_1	1.0
zs\wildlife\all\bdog_howling_2_b645b44db6	wildlife	DeadAir	ambient/rnd_outdoor	bdog_howling_2	1.0
zs\wildlife\all\bdog_howling_2_5942c7c942	wildlife	Prosector	ambient/rnd_outdoor	bdog_howling_2	1.0
zs\wildlife\all\rnd_wolfhowl01_134d334a09	wildlife	DeadAir	ambient/rnd_outdoor	rnd_wolfhowl01	1.0
zs\wildlife\all\rnd_wolfhowl02_3f38a43ae6	wildlife	DeadAir	ambient/rnd_outdoor	rnd_wolfhowl02	1.0
zs\wildlife\all\sound_23_8a85c6143c	wildlife	vanilla	ambient/trx/nature/dog	sound_23	1.0
zs\wildlife\all\rnd_wolfhowl01_6340807e5c	wildlife	OGSE	ambient/random	rnd_wolfhowl01	1.0
zs\wildlife\all\rnd_wolfhowl02_46329466da	wildlife	OGSE	ambient/random	rnd_wolfhowl02	1.0
zs\wildlife\all\drifter_dog_howling_742f11e184	wildlife	OGSE	characters_voice/scenario	drifter_dog_howling	1.0
zs\wildlife\all\outside_howl1_23e40cf4eb	wildlife	Prosector	ambient/rnd_outdoor	outside_howl1	1.0
zs\wildlife\all\outside_howl2_d5b80b3723	wildlife	Prosector	ambient/rnd_outdoor	outside_howl2	1.0
zs\wildlife\all\outside_howl3_50005727f9	wildlife	Prosector	ambient/rnd_outdoor	outside_howl3	1.0
zs\wildlife\all\sound_1_e7caa8fb19	wildlife	vanilla	ambient/trx/nature/crow	_sound_1	1.0
zs\wildlife\all\sound_2_c2f722a8ba	wildlife	vanilla	ambient/trx/nature/crow	_sound_2	1.0
zs\wildlife\all\sound_3_496679e584	wildlife	vanilla	ambient/trx/nature/crow	_sound_3	1.0
zs\wildlife\all\sound_4_8ad47873d8	wildlife	vanilla	ambient/trx/nature/crow	_sound_4	1.0
zs\wildlife\all\sound_5_65ab878cf4	wildlife	vanilla	ambient/trx/nature/crow	_sound_5	1.0
zs\wildlife\all\sound_10_e1f567c561	wildlife	vanilla	ambient/trx/nature/crow	sound_10	1.0
zs\wildlife\all\sound_6_f9a9fd9d9b	wildlife	vanilla	ambient/trx/nature/crow	_sound_6	1.0
zs\wildlife\all\sound_01_142197c8cd	wildlife	vanilla	ambient/trx/nature/crow	sound_01	1.054
zs\wildlife\all\sound_02_5b5967bd3d	wildlife	vanilla	ambient/trx/nature/crow	sound_02	1.0
zs\wildlife\all\sound_03_e6a26a37c5	wildlife	vanilla	ambient/trx/nature/crow	sound_03	1.0
zs\wildlife\all\sound_04_195118bfee	wildlife	vanilla	ambient/trx/nature/crow	sound_04	1.0
zs\wildlife\all\sound_05_7f57061263	wildlife	vanilla	ambient/trx/nature/crow	sound_05	1.0
zs\wildlife\all\sound_06_2b2d0d09f3	wildlife	vanilla	ambient/trx/nature/crow	sound_06	1.0
zs\wildlife\all\sound_07_c542327d5f	wildlife	vanilla	ambient/trx/nature/crow	sound_07	1.0
zs\wildlife\all\sound_08_a507f60fb4	wildlife	vanilla	ambient/trx/nature/crow	sound_08	1.0
zs\wildlife\all\sound_09_487e7d8982	wildlife	vanilla	ambient/trx/nature/crow	sound_09	1.0
zs\wildlife\all\sound_11_b048c25ec2	wildlife	vanilla	ambient/trx/nature/crow	sound_11	1.0
zs\wildlife\all\sound_12_9f67a84526	wildlife	vanilla	ambient/trx/nature/crow	sound_12	1.0
zs\wildlife\all\sound_13_de4bc8a957	wildlife	vanilla	ambient/trx/nature/crow	sound_13	1.0
zs\wildlife\all\sound_14_8f76607f9b	wildlife	vanilla	ambient/trx/nature/crow	sound_14	1.0
zs\wildlife\all\sound_15_464d8c60f6	wildlife	vanilla	ambient/trx/nature/crow	sound_15	1.0
zs\wildlife\all\sound_16_e4eca9d212	wildlife	vanilla	ambient/trx/nature/crow	sound_16	1.0
zs\wildlife\all\sound_01_a0b299718d	wildlife	vanilla	ambient/trx/nature/dog	sound_01	1.0
zs\wildlife\all\sound_02_c74a588ed7	wildlife	vanilla	ambient/trx/nature/dog	sound_02	1.397
zs\wildlife\all\sound_03_bdee7ca8b6	wildlife	vanilla	ambient/trx/nature/dog	sound_03	1.0
zs\wildlife\all\sound_06_7a1a736759	wildlife	vanilla	ambient/trx/nature/dog	sound_06	1.087
zs\wildlife\all\sound_07_0b48d9cdd9	wildlife	vanilla	ambient/trx/nature/dog	sound_07	1.09
zs\wildlife\all\sound_08_10248d658d	wildlife	vanilla	ambient/trx/nature/dog	sound_08	1.161
zs\wildlife\all\sound_09_21460b6cfe	wildlife	vanilla	ambient/trx/nature/dog	sound_09	1.0
zs\wildlife\all\sound_10_1321a67c0d	wildlife	vanilla	ambient/trx/nature/dog	sound_10	1.0
zs\wildlife\all\sound_11_8dc4369c40	wildlife	vanilla	ambient/trx/nature/dog	sound_11	1.0
zs\wildlife\all\sound_12_2d318523bb	wildlife	vanilla	ambient/trx/nature/dog	sound_12	1.0
zs\wildlife\all\sound_13_8f003bf5fa	wildlife	vanilla	ambient/trx/nature/dog	sound_13	1.561
zs\wildlife\all\sound_14_db57907ce2	wildlife	vanilla	ambient/trx/nature/dog	sound_14	1.0
zs\wildlife\all\sound_15_a1732aa1d8	wildlife	vanilla	ambient/trx/nature/dog	sound_15	1.059
